,DateTime,Open,High,Low,Close,Volume
0,2005-12-14,20.4,21.18,19.046,21.15,17136220
1,2005-12-15,21.3,21.3,20.34,20.6,3752600
2,2005-12-16,21.1,21.1,20.25,20.95,2907500
3,2005-12-19,20.98,23.45,20.95,22.5,2736700
4,2005-12-20,22.21,22.94,22.16,22.44,1103080
5,2005-12-21,22.25,22.25,21.15,21.33,1103700
6,2005-12-22,21.33,21.78,20.9,21.75,631300
7,2005-12-23,21.5,22.14,21.4,22.08,342300
8,2005-12-27,22.25,23.8,22.25,23.25,978350
9,2005-12-28,23.03,24.88,22.82,24.65,1380980
10,2005-12-29,24.5,28.0,23.9,28.0,2612270
11,2005-12-30,26.09,28.3,26.09,27.25,1174710
12,2006-01-03,27.3,27.56,26.65,26.94,858810
13,2006-01-04,26.85,26.86,25.5,25.93,987610
14,2006-01-05,26.06,28.2,26.06,27.1,1747010
15,2006-01-06,27.1,28.0,26.42,26.68,611900
16,2006-01-09,26.7,29.88,26.68,29.75,1441470
17,2006-01-10,28.85,30.42,28.81,29.3,1309260
18,2006-01-11,29.35,33.58,29.13,33.0,2821960
19,2006-01-12,33.5,36.2,33.5,34.02,3401800
20,2006-01-13,34.9,36.47,34.41,35.21,2200000
21,2006-01-17,35.65,36.75,34.8,35.42,1305300
22,2006-01-18,35.42,39.05,34.48,38.94,2032290
23,2006-01-19,39.5,39.5,37.1,37.89,2706250
24,2006-01-20,38.5,40.69,38.3,40.13,1623500
25,2006-01-23,40.4,45.95,39.03,43.4,3503000
26,2006-01-24,44.0,45.5,39.99,40.0,2653600
27,2006-01-25,40.63,41.0,35.7,36.2,3902830
28,2006-01-26,36.85,39.6,36.8,38.5,2216300
29,2006-01-27,39.15,40.15,35.78,37.3,1633040
30,2006-01-30,37.98,40.26,36.8,40.24,1905970
31,2006-01-31,40.44,43.4,39.51,42.44,2380390
32,2006-02-01,42.5,44.25,42.03,42.25,2209820
33,2006-02-02,42.85,43.75,42.24,42.81,1239300
34,2006-02-03,42.81,42.87,40.66,41.35,1035700
35,2006-02-06,42.0,42.8,41.65,42.33,773130
36,2006-02-07,42.34,42.35,37.5,38.96,2144400
37,2006-02-08,39.8,39.85,37.4,38.55,1106430
38,2006-02-09,38.75,38.85,37.51,37.71,1071100
39,2006-02-10,37.6,38.0,36.6,37.48,1146400
40,2006-02-13,37.5,39.35,37.5,38.4,1419020
41,2006-02-14,34.25,35.71,30.2,34.4,8348130
42,2006-02-15,34.4,36.8,34.4,35.24,1229400
43,2006-02-16,36.0,37.07,35.4,36.66,1155200
44,2006-02-17,37.1,38.57,36.5,37.7,1080500
45,2006-02-21,39.15,39.7,37.82,37.99,1266100
46,2006-02-22,37.99,37.99,36.6,36.78,1141110
47,2006-02-23,36.53,37.41,35.9,36.43,1006800
48,2006-02-24,36.65,37.4,36.11,36.6,601650
49,2006-02-27,36.85,38.5,36.85,38.11,779500
50,2006-02-28,38.85,38.85,36.8,37.56,749700
51,2006-03-01,37.66,38.29,37.35,37.83,420310
52,2006-03-02,37.95,39.0,37.68,37.85,380500
53,2006-03-03,37.89,38.21,37.1,37.41,329870
54,2006-03-06,37.46,37.52,36.93,37.11,354520
55,2006-03-07,37.01,37.01,34.01,35.4,1134160
56,2006-03-08,35.25,35.95,34.45,34.93,504100
57,2006-03-09,35.0,35.45,34.25,34.52,407470
58,2006-03-10,34.72,34.72,32.9,33.9,969280
59,2006-03-13,33.72,34.54,33.61,34.25,357500
60,2006-03-14,34.35,35.69,34.1,35.6,501140
61,2006-03-15,36.25,36.9,35.7,35.79,523500
62,2006-03-16,35.7,35.83,34.85,35.49,439420
63,2006-03-17,35.7,36.04,34.91,35.06,339500
64,2006-03-20,35.05,35.34,32.32,33.0,1568390
65,2006-03-21,32.85,33.31,31.56,32.75,1406240
66,2006-03-22,33.0,33.04,32.38,32.51,384600
67,2006-03-23,32.56,33.33,32.02,33.22,477500
68,2006-03-24,33.47,34.6,33.2,34.21,486200
69,2006-03-27,34.43,36.51,34.22,36.3,905250
70,2006-03-28,36.5,36.8,35.1,36.0,645800
